Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS
Date,,,,,,
2023-08-21,3304.53564453125,3341.14990234375,3380.0,3315.5,3344.949951171875,2402374
2023-08-28,3363.136474609375,3400.39990234375,3412.0,3322.0,3349.949951171875,3031587
2023-09-04,3333.959716796875,3370.89990234375,3461.0,3366.10009765625,3430.0,2250930
2023-09-11,3389.642822265625,3427.199951171875,3447.89990234375,3308.0,3377.0,3416819
2023-09-18,3372.08740234375,3409.449951171875,3452.85009765625,3376.800048828125,3432.050048828125,2015286
2023-09-25,3409.17626953125,3446.949951171875,3539.199951171875,3381.050048828125,3417.85009765625,4164075
2023-10-02,3412.588623046875,3450.39990234375,3464.449951171875,3302.89990234375,3446.949951171875,2564981
2023-10-09,3438.3037109375,3476.39990234375,3534.949951171875,3401.0,3420.199951171875,1946833
2023-10-16,3442.75439453125,3480.89990234375,3546.85009765625,3460.35009765625,3462.10009765625,1346479
2023-10-23,3357.6474609375,3394.85009765625,3492.89990234375,3310.0,3467.10009765625,1287137
2023-10-30,3390.43408203125,3428.0,3458.14990234375,3275.0,3403.0,2054212
2023-11-06,3501.948486328125,3540.75,3596.39990234375,3437.449951171875,3454.89990234375,2249017
2023-11-13,3822.94189453125,3865.300048828125,3898.0,3586.0,3590.0,4022375
2023-11-20,3806.8701171875,3849.050048828125,3920.0,3805.0,3850.550048828125,1827381
2023-11-27,3848.55810546875,3891.199951171875,3950.0,3777.75,3849.050048828125,2941376
2023-12-04,4010.56298828125,4055.0,4200.0,3916.0,3950.0,5845951
2023-12-11,4015.4091796875,4059.89990234375,4135.2998046875,3936.14990234375,4055.0,4100505
2023-12-18,3962.149658203125,4006.050048828125,4165.0,3847.550048828125,4076.0,2527757
2023-12-25,4098.09326171875,4143.5,4178.0,4006.050048828125,4006.050048828125,1985475
2024-01-01,3834.563232421875,3877.050048828125,4145.0,3848.5,4145.0,3247856
2024-01-08,3828.43115234375,3870.85009765625,3960.39990234375,3790.64990234375,3890.0,1988871
2024-01-15,3658.909423828125,3699.449951171875,3884.64990234375,3658.0,3875.0,2947210
2024-01-22,3576.81884765625,3616.449951171875,3744.0,3562.449951171875,3699.449951171875,2841756
2024-01-29,3783.62744140625,3825.550048828125,3965.85009765625,3590.050048828125,3621.10009765625,4494305
2024-02-05,3798.858642578125,3840.949951171875,3990.0,3761.60009765625,3850.0,2281296
2024-02-12,3885.59765625,3928.64990234375,4003.0,3726.60009765625,3869.89990234375,2829716
2024-02-19,3884.015380859375,3927.050048828125,3972.0,3784.199951171875,3934.949951171875,3870330
2024-02-26,3801.430419921875,3843.550048828125,4018.949951171875,3760.050048828125,3927.050048828125,3400100
2024-03-04,3743.76904296875,3785.25,3883.300048828125,3734.050048828125,3858.60009765625,2282181
2024-03-11,3704.60302734375,3745.64990234375,3855.800048828125,3686.25,3795.449951171875,2538391
2024-03-18,3944.69287109375,3988.39990234375,4013.949951171875,3672.0,3745.0,6010210
2024-03-25,3975.25439453125,4019.300048828125,4075.0,3891.75,3988.39990234375,2590214
2024-04-01,3987.0732421875,4031.25,4070.0,3886.10009765625,4060.800048828125,2879721
2024-04-08,4255.103515625,4302.25,4382.7998046875,4011.60009765625,4024.949951171875,5288382
2024-04-15,4296.54443359375,4344.14990234375,4444.0,4193.75,4250.0,4363688
2024-04-22,4550.57958984375,4601.0,4632.85009765625,4370.39990234375,4394.0,4066177
2024-04-29,4548.84912109375,4599.25,4689.9501953125,4532.60009765625,4589.0,2600282
2024-05-06,4606.806640625,4657.85009765625,4708.0,4541.5,4613.0,3286152
2024-05-13,4633.0654296875,4684.39990234375,4742.9501953125,4528.2998046875,4679.0,4847924
2024-05-20,4827.4619140625,4880.9501953125,4908.0,4650.0,4693.89990234375,2170582
2024-05-27,4681.57861328125,4733.4501953125,4907.0,4668.25,4861.0498046875,3106420
2024-06-03,4709.8154296875,4762.0,4800.0,4253.85009765625,4800.0,3628030
2024-06-10,4881.0185546875,4935.10009765625,4945.0,4744.0498046875,4769.60009765625,2948678
2024-06-17,4792.400390625,4845.5,4976.0,4820.0,4935.10009765625,2411299
2024-06-24,4621.7412109375,4672.9501953125,4896.0,4655.2998046875,4838.0,3590167
2024-07-01,4685.3857421875,4737.2998046875,4748.7998046875,4592.89990234375,4640.0,3059318
2024-07-08,4807.43408203125,4860.7001953125,4955.0,4716.0,4758.9501953125,2605375
2024-07-15,4797.54345703125,4850.7001953125,4965.0,4784.9501953125,4851.0498046875,2324058
2024-07-22,4957.5703125,5012.5,5058.89990234375,4759.60009765625,4767.0,2945944
2024-07-29,4674.90234375,4726.7001953125,5047.9501953125,4691.5498046875,5034.0,4364420
2024-08-05,4777.66357421875,4830.60009765625,4853.0,4548.0,4612.14990234375,5311131
2024-08-12,4818.0,4818.0,4852.0498046875,4716.0,4799.0,1521375
2024-08-19,4898.10009765625,4898.10009765625,4967.85009765625,4780.0,4848.0,1770452
2024-08-26,4960.5,4960.5,4994.39990234375,4836.7001953125,4902.0,2157559
2024-09-02,4752.5,4752.5,5011.0,4740.2001953125,4949.75,1740475
2024-09-09,4858.2998046875,4858.2998046875,4895.0,4689.35009765625,4752.5,2133944
2024-09-16,4963.14990234375,4963.14990234375,5062.2001953125,4812.25,4884.9501953125,2795715
2024-09-23,5062.60009765625,5062.60009765625,5105.0,4851.0,4990.0,3878604
2024-09-30,4706.7998046875,4706.7998046875,5085.0,4690.85009765625,5062.0,2769633
2024-10-07,4728.0498046875,4728.0498046875,4808.14990234375,4586.2001953125,4748.7998046875,3190020
2024-10-14,4765.64990234375,4765.64990234375,4810.0,4521.0,4749.0,2390167
2024-10-21,4591.60009765625,4591.60009765625,4852.85009765625,4508.75,4765.0,2665013
2024-10-28,4953.60009765625,4953.60009765625,4990.0,4533.64990234375,4591.60009765625,3487884
2024-11-04,4785.25,4785.25,5015.0,4755.35009765625,5002.4501953125,2005816
2024-11-11,4883.7001953125,4883.7001953125,4973.0,4536.0498046875,4762.0,4066834
2024-11-18,4986.2001953125,4986.2001953125,5014.0498046875,4863.0,4879.9501953125,1880265
2024-11-25,4831.85009765625,4831.85009765625,5067.0,4793.7998046875,4999.0,3061476
2024-12-02,4877.0498046875,4877.0498046875,4928.7001953125,4693.5498046875,4838.0498046875,1805277
2024-12-09,4825.89990234375,4825.89990234375,4888.0,4754.2001953125,4886.60009765625,1601292
2024-12-16,4734.5,4734.5,4865.0,4673.60009765625,4820.0,2024361
2024-12-23,4876.89990234375,4876.89990234375,4954.9501953125,4698.0,4750.0,1336093
2024-12-30,4885.2998046875,4885.2998046875,4906.4501953125,4742.4501953125,4890.0,846981
2025-01-02,5243.0,5243.0,5243.5,4867.25,4885.0,1773564
